6.986409999999999565e-01,1.731985900000000100e+01
8.029519999999999991e-01,1.491671000000000014e+01
7.658089999999999620e-01,2.220748700000000042e+01
1.518819999999999892e-01,1.009730899999999920e+01
5.330059999999999798e-01,9.816916000000000864e+00
5.742399999999999727e-01,1.637216600000000000e+01
4.184300000000000241e-01,1.194481799999999971e+01
1.876990000000000047e-01,1.672871599999999859e+01
1.213010000000000060e-01,1.701568200000000175e+01
3.072989999999999888e-01,1.112080399999999969e+01
7.146029999999999882e-01,1.360930500000000087e+01
3.724399999999999933e-01,1.194912599999999969e+01
8.433329999999999993e-01,2.555775500000000022e+01
7.842949999999999644e-01,1.537900499999999937e+01
4.696159999999999779e-01,1.398923199999999945e+01
1.277999999999999969e-02,1.140505800000000036e+01
4.449500000000000122e-01,1.051305499999999959e+01
4.587950000000000084e-01,1.201626399999999961e+01
7.511210000000000386e-01,2.179848700000000150e+01
2.673940000000000206e-01,2.160715700000000083e+01
4.358600000000000252e-01,1.129469699999999932e+01
6.287041999999999575e+00,1.256063460000000021e+02
1.290169999999999928e-01,1.152580500000000008e+01
4.651199999999999779e-01,1.068536800000000042e+01
6.000560000000000338e-01,1.203670200000000001e+01
5.770100000000000229e-02,9.611207999999999529e+00
3.574840000000000240e-01,1.658874300000000090e+01
1.388759999999999994e-01,1.350326399999999971e+01
5.239880000000000093e-01,1.306912999999999947e+01
1.301045999999999925e+00,2.273519100000000037e+01
3.380409999999999804e-01,1.227327099999999938e+01
5.720110000000000472e-01,1.416635100000000058e+01
3.535440000000000249e-01,9.232037000000000049e+00
1.033430000000000043e-01,8.842079999999999274e+00
2.443269999999999886e-01,1.047814100000000082e+01
1.232100000000000001e-01,1.001485300000000045e+01
4.362789999999999724e-01,2.876594499999999854e+01
5.192870000000000541e-01,1.026582299999999925e+01
5.604529999999999790e-01,1.366056999999999988e+01
1.112338999999999967e+00,2.571266400000000019e+01
1.899250000000000105e-01,1.302225199999999994e+01
4.987489999999999979e-01,1.659868799999999922e+01
2.877259999999999818e-01,9.666636000000000450e+00
9.724120000000000541e-01,1.698887300000000167e+01
1.006569999999999965e-01,8.801247000000000043e+00
4.575810000000000155e-01,1.283511400000000080e+01
3.246200000000000196e-01,1.338682599999999923e+01
6.187970000000000415e-01,8.176811999999999614e+01
3.234099999999999753e-01,2.122604600000000019e+01
1.367029999999999912e-01,1.036278100000000002e+01
9.029530000000000056e-01,2.612969599999999915e+01
8.215780000000000305e-01,2.796055399999999835e+01
4.744129999999999736e-01,9.599190999999999363e+00
4.515350000000000197e-01,1.647773700000000119e+01
1.549500000000000009e-02,1.065055500000000066e+01
5.074060000000000237e-01,9.555552999999999741e+00
5.030559999999999476e-01,1.110070299999999932e+01
1.365230000000000055e-01,9.511509000000000214e+00
2.843269999999999964e-01,1.145941400000000066e+01
5.740960000000000507e-01,1.262694899999999976e+01
2.241200000000000137e-02,9.255895000000000650e+00
9.100409999999999888e-01,1.681412299999999860e+01
2.172520000000000007e-01,1.488518999999999970e+01
1.000702999999999898e+00,3.011245200000000111e+01
1.560399999999999981e-02,9.488118999999999303e+00
6.412809999999999899e-01,1.358693300000000015e+01
1.167224000000000039e+00,2.253973999999999833e+01
4.713479999999999892e-01,3.581752800000000292e+01
3.190239999999999743e-01,1.126605499999999971e+01
7.157599999999999518e-01,2.374357600000000090e+01
1.089984000000000064e+00,2.176141900000000007e+01
8.131040000000000489e-01,1.416393500000000039e+01
4.128430000000000155e-01,1.075139599999999973e+01
6.247350000000000403e-01,1.186894900000000064e+01
4.781000000000000250e-01,9.955242000000000147e+00
2.258670000000000122e-01,1.928657700000000119e+01
1.705170000000000019e-01,2.286620500000000078e+01
6.075359999999999649e-01,1.077406900000000078e+01
3.939090000000000091e-01,9.311436000000000490e+00
4.843620000000000148e-01,1.772679899999999975e+01
2.053439999999999988e-01,1.009346299999999985e+01
6.373060000000000391e-01,1.497258500000000048e+01
5.754139999999999810e-01,9.689633999999999858e+00
5.837639999999999496e-01,1.140988399999999992e+01
6.629059999999999953e-01,1.177465899999999976e+01
4.449989999999999779e-01,6.982436400000000276e+01
7.322699999999999765e-01,1.234966799999999942e+01
3.881660000000000110e-01,1.025323700000000038e+01
6.104399999999999826e-01,1.069170199999999937e+01
6.260470000000000201e-01,1.088701799999999942e+01
2.305830000000000102e-01,8.318606000000000833e+00
3.516110000000000069e-01,1.271618100000000062e+01
7.627030000000000198e-01,1.689314699999999903e+01
3.856450000000000156e-01,1.902252400000000065e+01
7.103840000000000154e-01,3.291321599999999847e+01
2.099519999999999997e-01,1.216512700000000002e+01
6.050630000000000175e-01,1.304447099999999971e+01
4.416390000000000038e-01,8.073501000000000261e+00
7.204799999999999649e+00,1.269554370000000034e+02
5.938579999999999970e-01,1.417519799999999996e+01
2.887589999999999879e-01,1.138923100000000055e+01
3.944579999999999753e-01,1.396967700000000079e+01
1.236590000000000050e-01,8.694312999999999292e+00
1.478349999999999942e-01,1.019900499999999965e+01
2.380559999999999898e-01,9.053553000000000850e+00
1.205289999999999973e-01,2.714884899999999845e+01
7.988189999999999458e-01,1.622079099999999841e+01
6.035770000000000302e-01,1.282307899999999989e+01
5.096119999999999539e-01,1.075943900000000042e+01
8.582920000000000549e-01,1.474813999999999936e+01
5.330200000000000216e-02,1.203737399999999980e+01
4.865729999999999777e-01,1.155890199999999979e+01
6.049240000000000173e-01,1.418740700000000032e+01
3.159589999999999899e-01,1.349514399999999981e+01
4.682399999999999896e-01,8.736549999999999372e+00
4.135840000000000072e-01,1.212889200000000045e+01
