3.333333333333333148e-01,7.323943661971831220e-01,1.441360787824529921e-01,7.310526315789473983e-01,1.470852017937219758e-01
3.333333333333333148e-01,7.136150234741783782e-01,1.324977618621307196e-01,7.236842105263158187e-01,1.201793721973094115e-01
0.000000000000000000e+00,4.893062076160667462e-01,5.192479856759176643e-02,4.789473684210526216e-01,5.560538116591928065e-02
1.000000000000000000e+00,3.411580594679186063e-01,6.714413607878245982e-02,3.352631578947368185e-01,6.547085201793721720e-02
3.333333333333333148e-01,8.231611893583724582e-01,5.935541629364369243e-01,8.252631578947368096e-01,5.928251121076233421e-01
0.000000000000000000e+00,7.929055816379759758e-01,5.317815577439570784e-01,7.399999999999999911e-01,5.228699551569506720e-01
0.000000000000000000e+00,6.890975482524778206e-01,2.184422560429722382e-01,6.889473684210526416e-01,2.367713004484305050e-01
3.333333333333333148e-01,4.642670839853938608e-02,1.629364368845120925e-01,1.315789473684210453e-02,1.623318385650224238e-01
3.333333333333333148e-01,8.304642670839853524e-01,8.880931065353625531e-01,8.289473684210526550e-01,8.896860986547084904e-01
3.333333333333333148e-01,1.335419926969222681e-01,2.524619516562220389e-01,1.442105263157894834e-01,2.573991031390134299e-01
3.333333333333333148e-01,7.626499739175796044e-01,6.553267681289167701e-01,7.536842105263157343e-01,6.690582959641255822e-01
1.000000000000000000e+00,4.449660928534168169e-01,4.834377797672336635e-02,4.384210526315789336e-01,4.663677130044843050e-02
6.666666666666666297e-01,7.250912884715701168e-01,2.318710832587287385e-01,7.221052631578946945e-01,2.340807174887892250e-01
6.666666666666666297e-01,5.878977569118414293e-01,2.999104744852282844e-01,5.863157894736842346e-01,2.986547085201793905e-01
1.000000000000000000e+00,2.550860719874804561e-01,1.136974037600716192e-01,2.478947368421052511e-01,1.147982062780269069e-01
6.666666666666666297e-01,5.779864371413667712e-01,4.556848701880035768e-01,5.642105263157894957e-01,4.744394618834080757e-01
1.000000000000000000e+00,3.072509128847156767e-01,6.714413607878245982e-02,2.968421052631579071e-01,6.905829596412556282e-02
3.333333333333333148e-01,8.242044861763171415e-01,5.514771709937331678e-01,8.231578947368420884e-01,5.668161434977578850e-01
6.666666666666666297e-01,4.460093896713615003e-01,5.371530886302596786e-01,4.205263157894736925e-01,5.434977578475336246e-01
3.333333333333333148e-01,8.502869066249347796e-01,4.700089525514771771e-01,8.494736842105262697e-01,4.654708520179371978e-01
6.666666666666666297e-01,1.804903495044340167e-01,1.504028648164726922e-01,1.710526315789473728e-01,1.551569506726457326e-01
6.666666666666666297e-01,7.443922796035472578e-01,3.634735899731423303e-01,7.442105263157894335e-01,3.623318385650224349e-01
6.666666666666666297e-01,2.889932185706833856e-01,9.471799462846911544e-01,2.773684210526315974e-01,9.452914798206277780e-01
6.666666666666666297e-01,9.530516431924882514e-01,3.885407341092211309e-01,9.521052631578947878e-01,4.080717488789237790e-01
3.333333333333333148e-01,8.920187793427229728e-02,2.273948075201432384e-01,8.421052631578947179e-02,2.286995515695067205e-01
6.666666666666666297e-01,6.802295252999478459e-01,1.736794986571172650e-01,6.773684210526316196e-01,1.784753363228699652e-01
6.666666666666666297e-01,7.548252477829943130e-01,2.023276633840644656e-01,7.521052631578947212e-01,2.000000000000000111e-01
3.333333333333333148e-01,4.194053208137715205e-01,1.521933751119068923e-01,4.226315789473684137e-01,1.524663677130044803e-01
1.000000000000000000e+00,3.437663015127803701e-01,6.803939122649954596e-02,3.389473684210526083e-01,6.816143497757846947e-02
6.666666666666666297e-01,7.751695357329160263e-01,5.147717099373321226e-01,7.747368421052631682e-01,5.058295964125560928e-01
6.666666666666666297e-01,7.589984350547730463e-01,2.417188898836168387e-01,7.547368421052631504e-01,2.457399103139013552e-01
0.000000000000000000e+00,6.708398539384454740e-01,1.772605192479856651e-01,6.847368421052631993e-01,1.874439461883408153e-01
6.666666666666666297e-01,8.294209702660406691e-01,2.551477170993733390e-01,8.226315789473683804e-01,2.484304932735426075e-01
6.666666666666666297e-01,2.237871674491392904e-01,1.844225604297224652e-01,1.763157894736842035e-01,1.713004484304932740e-01
6.666666666666666297e-01,3.907146583202921186e-01,6.517457475380483700e-01,3.205263157894736592e-01,7.264573991031390010e-01
6.666666666666666297e-01,8.080333854981742725e-01,2.918531781557743843e-01,8.115789473684210664e-01,2.914798206278026993e-01
0.000000000000000000e+00,8.174230568596765334e-01,5.496866606982989678e-01,8.100000000000000533e-01,5.354260089686098123e-01
3.333333333333333148e-01,6.504955659885237607e-01,2.793196060877349840e-01,6.468421052631578849e-01,2.735426008968609990e-01
3.333333333333333148e-01,7.407407407407406996e-01,6.069829901521933690e-01,7.331578947368421195e-01,5.999999999999999778e-01
6.666666666666666297e-01,7.443922796035472578e-01,2.417188898836168387e-01,7.431578947368421284e-01,2.349775784753363184e-01
6.666666666666666297e-01,5.581637976004173440e-01,2.793196060877349840e-01,5.526315789473684736e-01,2.860986547085201948e-01
6.666666666666666297e-01,3.062076160667709934e-01,8.540734109221127524e-01,3.084210526315789291e-01,8.349775784753362684e-01
6.666666666666666297e-01,7.840375586854460010e-01,3.804834377797672307e-01,7.831578947368420529e-01,3.775784753363228829e-01
3.333333333333333148e-01,7.913406364110588953e-01,6.248880931065353694e-01,7.778947368421053055e-01,6.529147982062780686e-01
6.666666666666666297e-01,5.889410537297861126e-01,2.793196060877349840e-01,5.878947368421052477e-01,2.672645739910313734e-01
1.000000000000000000e+00,4.397496087636932893e-01,4.834377797672336635e-02,4.331578947368421306e-01,4.663677130044843050e-02
3.333333333333333148e-01,6.145018257694313535e-01,1.790510295434198651e-01,6.068421052631578494e-01,1.784753363228699652e-01
3.333333333333333148e-01,9.598330725091289151e-02,1.342882721575649196e-01,8.631578947368420685e-02,1.408071748878923779e-01
6.666666666666666297e-01,7.052686489306208006e-01,2.112802148612354658e-01,7.047368421052631060e-01,2.107623318385650202e-01
6.666666666666666297e-01,9.937402190923317891e-01,4.127126230975828314e-01,9.889473684210526860e-01,4.134529147982062836e-01
0.000000000000000000e+00,7.417840375586854940e-01,2.515666965085049389e-01,7.405263157894736992e-01,2.511210762331838597e-01
6.666666666666666297e-01,7.845592070944183982e-01,3.697403760071620304e-01,7.894736842105263275e-01,3.560538116591928093e-01
6.666666666666666297e-01,5.863328116849243488e-01,1.718889883616830927e-01,6.078947368421052655e-01,1.775784753363228718e-01
3.333333333333333148e-01,7.433489827856024634e-01,6.060877350044763245e-01,7.421052631578947123e-01,6.080717488789237901e-01
6.666666666666666297e-01,6.880542514345331373e-01,2.202327663384064382e-01,7.347368421052631327e-01,2.493273542600896731e-01
3.333333333333333148e-01,7.616066770996347823e-02,1.602506714413607924e-01,4.473684210526315819e-02,1.614349775784753305e-01
6.666666666666666297e-01,6.807511737089202430e-01,2.712623097582810838e-01,6.763157894736842035e-01,2.744394618834080646e-01
6.666666666666666297e-01,6.374543557642149416e-01,4.592658907788719769e-01,6.242105263157894379e-01,4.511210762331838708e-01
6.666666666666666297e-01,6.786645800730307654e-01,2.121754700089525381e-01,6.747368421052631904e-01,2.134529147982062725e-01
6.666666666666666297e-01,5.837245696400625850e-01,1.718889883616830927e-01,6.036842105263158231e-01,1.766816143497757785e-01
3.333333333333333148e-01,1.570161711006781424e-01,1.056401074306177329e-01,1.273684210526315752e-01,1.058295964125560568e-01
6.666666666666666297e-01,7.777777777777777901e-01,5.040286481647269223e-01,7.757894736842104733e-01,4.986547085201793461e-01
